Time,rsr-7d759f6dc9-m99vb - cloudsql-proxy,rsr-7f589d447f-zzrf5 - cloudsql-proxy,rsr-memcached-7fbb8d49f7-z6jwq - memcached-exporter,rsr-7d759f6dc9-m99vb - rsr-backend,rsr-7f589d447f-zzrf5 - rsr-backend,rsr-memcached-7fbb8d49f7-z6jwq - rsr-memcached,rsr-7d759f6dc9-m99vb - rsr-nginx,rsr-7f589d447f-zzrf5 - rsr-nginx,rsr-7d759f6dc9-m99vb - rsr-reports,rsr-7f589d447f-zzrf5 - rsr-reports,rsr-7d759f6dc9-m99vb - rsr-statsd-to-prometheus,rsr-7f589d447f-zzrf5 - rsr-statsd-to-prometheus,rsr-7d759f6dc9-m99vb - worker,rsr-7f589d447f-zzrf5 - worker
2025-08-30 14:30:00,0.0206098432679938,,0.0001724540351936,3.2211732326883764,,0.0041727217313246,0.0011097863950049,,0.2392374092812375,,0.0015941932299425,,0.0120339407322498,
2025-08-30 14:45:00,0.0168359846176723,,0.0001810867970028,2.879238331413814,,0.0043821376228432,0.0005354338063673,,0.2421587671085123,,0.0024029421107195,,0.0118631029288937,
2025-08-30 15:00:00,0.0189090751838783,,0.0001650852726342,3.038923332676013,,0.0043082260096386,0.0003813267022118,,0.2250874428472317,,0.0014787722238685,,0.0120159505489237,
2025-08-30 15:15:00,0.0214196871767134,,0.0001588089829144,3.4092855455392064,,0.0043665931662565,0.0010742976437805,,0.2373623866429229,,0.0021729743627004,,0.0119110720774853,
2025-08-30 15:30:00,0.0157102746843399,,0.0001719751780011,2.60860398574074,,0.0041948464797696,0.000341500141048,,0.2055035435975114,,0.0016451946336079,,0.0118588824026032,
2025-08-30 15:45:00,0.0149641987303987,,0.0001694984712531,2.803334681474339,,0.0041101838905613,0.0004043030464119,,0.2244973920220335,,0.0014477498138425,,0.0117854113914743,
2025-08-30 16:00:00,0.0269137352637911,,0.0001691702655777,3.5789971013862107,,0.0044842292771277,0.000719450578285,,0.2474397141130099,,0.0029613074162391,,0.0113952814967517,
2025-08-30 16:15:00,0.0193502791720467,,0.000172980061466,3.204750585671803,,0.0042419887868271,0.0007780738324477,,0.2186317563708911,,0.0014401097336328,,0.0116441536001547,
2025-08-30 16:30:00,0.0152278745907905,,0.0001649414028815,3.4079468237487096,,0.004157911656459,0.000588923493086,,0.2255629997652528,,0.0013375533145698,,0.011764213389957,
2025-08-30 16:45:00,0.0213647577439186,,0.0001685041389567,3.405345575922474,,0.0043306325405237,0.0006495237420771,,0.2197051722885476,,0.0025933988464483,,0.011704637805159,
2025-08-30 17:00:00,0.0179205795031356,,0.0001705474253457,2.8012809955544764,,0.0040817631892105,0.0003994322569031,,0.214919621654672,,0.0029081197538561,,0.0117631412007362,
2025-08-30 17:15:00,0.0242747391578748,,0.0001657182005774,2.6726809964851843,,0.0043336839625223,0.0003716380921669,,0.2364191209889264,,0.0020754438030502,,0.0118899628261623,
2025-08-30 17:30:00,0.0270979503088484,,0.0001587899236271,3.4093835105085346,,0.0042124234207806,0.0006941564572999,,0.2147284599533196,,0.0024216609486337,,0.0119946081751149,
2025-08-30 17:45:00,0.0143350100496039,,0.0001615609982819,2.475350721989606,,0.0040674416313429,0.0003565615755746,,0.197244946492273,,0.0010984163796412,,0.0120691379422919,
2025-08-30 18:00:00,0.0212307986809641,,0.0001572321024814,3.600369134113655,,0.0040669863495181,0.0007372034784358,,0.2339487193364217,,0.0023957529965377,,0.0120199456337076,
2025-08-30 18:15:00,0.0164044388162996,,0.0001684727756279,2.8712858488137853,,0.0041077833725582,0.0006059741184453,,0.2124143520453627,,0.0016983194691925,,0.0118431562390902,
2025-08-30 18:30:00,0.0164556552267213,,0.0001582009526714,3.139689477476567,,0.0042751102014178,0.0005840476207497,,0.2195488524397076,,0.0023833157594342,,0.0123250175263458,
2025-08-30 18:45:00,0.0225470745580535,,0.0001552276350583,3.119729285623853,,0.0043062614476949,0.0006211202406989,,0.242823344058092,,0.0042635671693477,,0.0126416388089787,
2025-08-30 19:00:00,0.01631961342335,,0.0001582236016942,2.836203958565424,,0.0043403808335563,0.0007106497170405,,0.2388187130230733,,0.0037352118288565,,0.0120550196438825,
2025-08-30 19:15:00,0.0239522207931142,,0.0001839310208286,3.754630698216888,,0.0046207550463282,0.0009998586923221,,0.2757864398754547,,0.0038054376354651,,0.0118723187130771,
2025-08-30 19:30:00,0.0141946197557445,,0.0001645412167625,2.6832623096554293,,0.0043176960261292,0.0005825451017074,,0.1873496969047451,,0.0015528005052577,,0.0116144213259038,
2025-08-30 19:45:00,0.0203887686370399,,0.0001732662917851,3.3508862076587462,,0.0042349721318647,0.0005843884327387,,0.2392566783181516,,0.001929571439406,,0.0126168311276939,
2025-08-30 20:00:00,0.0283192178941299,,0.000167156335813,3.817580288037037,,0.0046459579926866,0.0005398170287971,,0.3130772509824135,,0.0040583419520663,,0.0131486013609936,
2025-08-30 20:15:00,0.0181583230720797,,0.0001675276130385,2.553623470925473,,0.0040658060859959,0.0004763154481716,,0.1952881060845868,,0.0010802003883532,,0.012315308528953,
